lon,lat
139.728439,35.619772
139.71007,35.646685
139.701238,35.658871
139.700464,35.689729
139.711086,35.730256
139.719507,35.745435
139.722233,35.760321
139.720928,35.778026
139.70569,35.787007
139.691341,35.791209
139.678203,35.807906
139.669548,35.817665
139.661201,35.826883
139.646809,35.845422
139.6375,35.853769
139.631117,35.867456
139.626075,35.880968
139.628521,35.890678
139.62405,35.906439
139.606111,35.931555
139.564951,35.917023
139.519082,35.903344
139.483078,35.906742
139.62405,35.906439
139.606111,35.931555
139.5797968,35.92228133
139.564951,35.917023
139.519082,35.903344
139.483078,35.906742
139.459746,35.91909
139.435376,35.917478
139.40622,35.907551
139.371123,35.901729
139.33809,35.896328
139.777043,35.71379
139.753846,35.74683
139.720928,35.778026
139.657109,35.858496
139.633587,35.893867
139.62405,35.906439
139.609455,35.940256
139.588434,35.973522
139.577223,35.985632
139.564274,35.998375
139.533591,36.032112
139.509552,36.0592
139.476894,36.085529
139.45312,36.103062
139.432103,36.113879
139.389528,36.139627
139.330199,36.17448
139.28127,36.191344
139.237622,36.205645
139.188299,36.236229
139.149172,36.25359
140.112837,35.613425
140.120987,35.601202
140.130767,35.582065
140.178583,35.562795
140.213748,35.546996
140.269783,35.530866
140.311111,35.522427
140.311162,35.503129
140.30758,35.48227
140.29983,35.449477
140.304121,35.426733
140.345367,35.403971
140.365138,35.373401
140.376706,35.34669
140.381184,35.319942
140.385021,35.295839
140.391567,35.282377
140.390864,35.251097
140.379428,35.222674
140.35197,35.188028
140.312142,35.152722
140.278446,35.140828
140.250487,35.137146
140.226962,35.11832
140.190337,35.128597
140.154487,35.125473
140.103566,35.107465
140.112837,35.613425
140.120987,35.601202
140.130767,35.582065
140.132089,35.551876
140.120072,35.536189
140.089522,35.512985
140.041749,35.4786
139.995478,35.450234
139.95788,35.431997
139.933229,35.414285
139.92611,35.381668
139.895697,35.333619
139.858189,35.330304
139.855541,35.291661
139.876106,35.260113
139.871016,35.221855
139.830159,35.197582
139.822141,35.168215
139.838114,35.14148
139.83339,35.114022
139.849839,35.093062
139.837811,35.04614
139.851388,35.028987
139.861888,34.9959
139.911383,34.99752
139.954738,34.976704
139.966378,34.991701
139.979204,35.021065
140.019569,35.041885
140.061026,35.062513
140.096229,35.081435
140.103566,35.107465
139.766103,35.681391
139.777705,35.674617
139.792713,35.667946
139.817341,35.658702
139.827402,35.646172
139.861529,35.644392
139.883714,35.636115
139.912553,35.649526
139.923684,35.666554
139.959536,35.707283
139.959525,35.691273
139.995773,35.681804
140.012825,35.667342
140.041917,35.648373
140.058888,35.637291
140.074034,35.629501
140.10341,35.606172
140.130767,35.582065
140.226722,35.709743
140.275271,35.731737
140.313853,35.777796
140.387871,35.773327
140.384644,35.763983
140.338929,35.832232
140.347871,35.877079
140.410657,35.8948
140.457828,35.890004
140.494074,35.894522
140.532367,35.897856
140.570181,35.885508
140.604587,35.849971
140.655716,35.839753
140.702273,35.818673
140.721011,35.792899
140.758875,35.765204
140.795143,35.739386
140.827557,35.729449
140.010466,35.87279
140.047754,35.868945
140.077959,35.867165
140.107048,35.862352
140.13293,35.849371
140.147954,35.838817
140.193028,35.830783
140.242051,35.835682
140.27749,35.807806
139.531127,35.353466
139.534282,35.400432
139.622704,35.466195
139.663278,35.575965
139.62405,35.906439
139.711086,35.730256
139.700464,35.689729
139.282288,35.642026
139.338998,35.655555
139.413704,35.698202
139.480841,35.700123
139.560325,35.702683
139.579765,35.703119
139.701238,35.658871
139.738999,35.62876
139.766103,35.681391
140.112837,35.613425
140.165023,35.662756
140.313853,35.777796
140.387163,35.773693
140.384644,35.763983
140.494074,35.894522
140.532367,35.897856
140.545707,35.916984
139.92611,35.381668
139.948111,35.391528
139.965612,35.390981
139.985847,35.390017
140.020138,35.386207
140.035995,35.386185
140.058485,35.36681
140.055372,35.355018
140.059794,35.328252
140.061386,35.314495
140.075613,35.295812
140.064682,35.274312
140.064046,35.258226
140.089479,35.233153
140.311111,35.522427
140.341904,35.54617
140.363743,35.560172
140.39626,35.579947
140.410109,35.608513
139.62405,35.906439
139.633587,35.893867
139.639085,35.884393
139.645951,35.872053
139.657109,35.858496
139.669125,35.847648
139.690357,35.827959
139.704312,35.815514
139.717472,35.801869
139.720928,35.778026
139.726858,35.763803
139.73809,35.752538
139.745769,35.74728
139.761229,35.737781
139.766857,35.731954
139.771287,35.727908
139.778015,35.721484
139.777043,35.71379
139.774727,35.707282
139.773288,35.698619
139.770641,35.691173
139.766103,35.681391
139.763806,35.675441
139.758587,35.666195
139.757135,35.655391
139.747575,35.645736
139.738999,35.62876
139.73485,35.606257
139.728079,35.588903
139.716032,35.562517
139.697485,35.531311
139.67614,35.508387
139.654776,35.487064
139.633466,35.47804
139.622704,35.466195
139.630881,35.451112
139.636984,35.443336
139.642934,35.438808
139.646425,35.426891
139.636034,35.415887
139.617916,35.399881
139.619483,35.386863
139.596852,35.378785
139.576243,35.375183
139.550159,35.36787
139.531127,35.353466
139.62405,35.906439
139.657109,35.858496
139.720928,35.778026
139.711086,35.730256
139.700464,35.689729
139.701238,35.658871
139.71007,35.646685
139.728439,35.619772
139.721729,35.601616
139.65963,35.57669
139.671481,35.551784
139.622704,35.466195
139.599671,35.446746
139.556794,35.430353
139.534282,35.400432
139.531127,35.353466
139.766103,35.681391
139.777043,35.71379
139.212932,35.280832
139.183395,35.303554
139.163508,35.321883
139.150753,35.33364
139.137417,35.346843
139.10765,35.357637
139.080212,35.360808
139.038234,35.366561
139.710678,35.730924
139.716749,35.741283
139.714785,35.745721
139.702589,35.748398
139.694628,35.756214
139.689015,35.758771
139.67641,35.763596
139.661964,35.768698
139.644482,35.770558
139.632708,35.777723
139.612434,35.788507
139.600321,35.796736
139.587189,35.814328
139.575367,35.822105
139.562071,35.830723
139.55078,35.838233
139.539347,35.845776
139.523389,35.860735
139.511782,35.873855
139.497257,35.890911
139.483078,35.906742
139.476989,35.914146
139.442897,35.925635
139.423825,35.936771
139.408782,35.948919
139.394032,35.957181
139.396932,35.972098
139.397747,36.002572
139.401651,36.034608
139.374947,36.045239
139.345541,36.04352
139.32829,36.044001
139.260412,36.05903
139.237591,36.0754
139.234442,36.107415
139.208649,36.11378
139.200052,36.117071
139.194508,36.117597
139.798214,35.711883
139.809332,35.71043
139.812935,35.710702
139.816634,35.718418
139.819306,35.724324
139.820344,35.733712
139.817727,35.742977
139.811816,35.744555
139.805564,35.749891
139.812935,35.759039
139.809643,35.765852
139.797916,35.772437
139.790372,35.777323
139.790788,35.794368
139.801483,35.814926
139.803397,35.828476
139.800622,35.84333
139.795391,35.854086
139.791686,35.866851
139.789905,35.875186
139.786213,35.887529
139.780008,35.901724
139.777868,35.92437
139.774478,35.935832
139.770675,35.949102
139.766219,35.96412
139.752345,35.980095
139.744012,35.990655
139.738674,36.004384
139.726901,36.024604
139.701156,36.039562
139.67727,36.065684
139.656945,36.09626
139.633522,36.109891
139.595584,36.122992
139.55696,36.14959
139.533949,36.170345
139.726901,36.024604
139.714582,36.051536
139.714937,36.074297
139.713004,36.113157
139.693855,36.137034
139.686904,36.192686
139.659645,36.206756
139.624458,35.907599
139.624726,35.91716
139.632903,35.92374
139.65051,35.929359
139.665948,35.936464
139.693197,35.950239
139.712192,35.963273
139.72601,35.968014
139.741785,35.978376
139.752345,35.980095
139.778038,35.98026
139.807988,35.980441
139.83385,35.979172
139.852906,35.970884
139.85967,35.959364
139.864817,35.950154
139.870728,35.943652
139.891086,35.931575
139.906063,35.914392
139.91045,35.897344
139.917861,35.883783
139.925898,35.872051
139.93929,35.86657
139.971148,35.862316
139.966994,35.838128
139.976604,35.829704
139.983812,35.823336
139.998936,35.808211
139.999195,35.793715
139.999455,35.780221
139.997266,35.763765
139.992199,35.741586
139.982859,35.722102
139.979765,35.710993
139.98436,35.7021
139.816634,35.718418
139.827595,35.710316
139.831883,35.707067
139.833422,35.699976
139.826791,35.697708
139.790372,35.777323
139.781647,35.778989
139.394032,35.957181
139.370062,35.94008
139.356321,35.931698
139.346426,35.937438
139.325561,35.942023
139.315303,35.947058
139.30912,35.952127
139.299437,35.962559
139.711461,35.72913
139.694363,35.726572
139.683294,35.73003
139.672814,35.737557
139.662602,35.738797
139.654368,35.737893
139.637456,35.736767
139.62969,35.735867
139.616749,35.740622
139.606981,35.743563
139.586732,35.749406
139.567753,35.748222
139.545852,35.751485
139.533739,35.760445
139.519917,35.772221
139.496539,35.778614
139.473324,35.786627
139.455959,35.789303
139.438016,35.800535
139.416975,35.810445
139.412736,35.820963
139.39842,35.845112
139.390294,35.842904
139.360115,35.83769
139.345316,35.84058
139.318824,35.851189
139.325965,35.852928
139.304414,35.881982
139.280667,35.885256
139.260281,35.892439
139.226787,35.908502
139.318824,35.851189
139.325965,35.852928
139.304414,35.881982
139.280667,35.885256
139.260281,35.892439
139.226787,35.908502
139.202425,35.927082
139.181521,35.938324
139.135982,35.976505
139.097818,35.985548
139.083548,35.990061
139.678572,35.743803
139.6683,35.74077
139.654368,35.737893
139.654368,35.737893
139.647979,35.742054
139.455959,35.789303
139.441097,35.77941
139.41966,35.77093
139.442747,35.765881
139.440166,35.769042
139.41966,35.77093
139.7,35.696254
139.703715,35.712677
139.695391,35.715846
139.686967,35.715106
139.672582,35.715778
139.663841,35.719458
139.652733,35.719658
139.644839,35.722313
139.63892,35.722605
139.624688,35.723852
139.615303,35.72469
139.602937,35.725326
139.592266,35.726189
139.576417,35.7276
139.563529,35.728761
139.552477,35.728621
139.539259,35.727307
139.513228,35.726129
139.488491,35.736963
139.472653,35.749575
139.465839,35.76006
139.473324,35.786627
139.465641,35.798272
139.457069,35.805854
139.427304,35.832481
139.413015,35.856936
139.433499,35.873993
139.454189,35.889663
139.481125,35.913524
139.488491,35.736963
139.476903,35.740759
139.463493,35.737573
139.434249,35.732829
139.418435,35.731751
139.392319,35.728876
139.370124,35.7262
139.343468,35.721278
139.465839,35.76006
139.448904,35.767684
139.480841,35.700123
139.463944,35.711385
139.461155,35.723097
139.463493,35.737573
139.465839,35.76006
139.479547,35.700836
139.480039,35.72217
139.476628,35.73098
139.476903,35.740759
139.467676,35.744925
139.444008,35.756427
139.442747,35.765881
139.543402,35.702083
139.526603,35.695908
139.51713,35.676821
139.509862,35.666517
139.499721,35.656232
139.488592,35.656242
139.773571,35.711232
139.771287,35.727908
139.773834,35.73714
139.781499,35.742354
139.796934,35.74243
139.81183,35.744008
139.827545,35.747649
139.83988,35.747585
139.856292,35.745883
139.866875,35.750932
139.88371,35.742158
139.896226,35.737723
139.90322,35.736301
139.911717,35.73121
139.919413,35.728272
139.92816,35.723811
139.937932,35.719776
139.944203,35.716998
139.952683,35.714385
139.958863,35.711627
139.971888,35.705888
139.985451,35.700161
139.991431,35.693945
139.997998,35.689606
140.007658,35.685257
140.024823,35.68364
140.048629,35.686016
140.068289,35.686852
140.090942,35.701465
140.108578,35.712309
140.126053,35.715445
140.144982,35.717406
140.156354,35.721801
140.180796,35.730017
140.229633,35.725205
140.25079,35.729908
140.270132,35.736867
140.280975,35.752669
140.294904,35.760446
140.315473,35.776308
140.387225,35.770091
140.387163,35.773693
140.384644,35.763983
139.812935,35.710702
139.820012,35.718441
139.828738,35.727687
139.834918,35.731962
139.848558,35.738281
139.856292,35.745883
139.866875,35.750932
139.866875,35.750932
139.875188,35.756323
139.870387,35.768471
140.024823,35.68364
140.042091,35.672551
140.05591,35.66078
140.066656,35.652512
140.085505,35.637783
140.097413,35.624994
140.102801,35.617615
140.108557,35.612455
140.114273,35.6116
140.117809,35.607354
140.117809,35.607354
140.132236,35.590311
140.149398,35.584126
140.158416,35.560364
140.166264,35.550029
140.17029,35.534017
139.773571,35.711232
139.771287,35.727908
139.856292,35.745883
139.866875,35.750932
139.942957,35.769954
139.998361,35.779481
140.116159,35.800175
140.203112,35.787512
140.291596,35.799115
140.387163,35.773693
140.384644,35.763983
139.699187,35.690163
139.686354,35.68123
139.676183,35.677061
139.667251,35.673758
139.659413,35.671092
139.650352,35.668758
139.641372,35.66615
139.63129,35.66768
139.62329,35.668857
139.614927,35.669982
139.608247,35.670479
139.60067,35.667921
139.584908,35.662257
139.575103,35.657936
139.56658,35.653997
139.558036,35.650087
139.551557,35.649904
139.543988,35.652181
139.529822,35.657169
139.523666,35.660121
139.511289,35.664159
139.502615,35.666197
139.495257,35.668766
139.4799,35.672245
139.468798,35.668493
139.457602,35.659549
139.446979,35.650814
139.431285,35.657362
139.412953,35.662361
139.392008,35.654559
139.379926,35.647371
139.365849,35.642788
139.354489,35.644479
139.343851,35.657416
139.543988,35.652181
139.536606,35.644499
139.531099,35.633895
139.517597,35.632934
139.500398,35.636166
139.472189,35.619325
139.448204,35.630102
139.42402,35.62518
139.400314,35.624438
139.3798,35.6141
139.366987,35.601826
139.343226,35.595518
139.354489,35.644479
139.337035,35.644343
139.321082,35.644411
139.308446,35.643601
139.293808,35.640637
139.281551,35.641645
139.269856,35.632377
139.495257,35.668766
139.485019,35.668288
139.412953,35.662361
139.404627,35.649215
139.700872,35.6587
139.698812,35.68869
139.693579,35.657244
139.684308,35.65868
139.67344,35.660402
139.667251,35.673758
139.66691,35.661539
139.660524,35.662593
139.655535,35.662634
139.650352,35.668758
139.642733,35.67629
139.634936,35.678918
139.627528,35.681603
139.615115,35.683253
139.607072,35.684805
139.599211,35.688138
139.589298,35.692046
139.583112,35.697304
139.580306,35.702291
139.686354,35.68123
139.676183,35.677061
139.699574,35.691435
139.69867,35.683483
139.693568,35.678586
139.688913,35.669715
139.680153,35.669159
139.673014,35.665379
139.667516,35.661655
139.661557,35.65834
139.653628,35.656024
139.647381,35.653807
139.635993,35.650991
139.624544,35.647616
139.609659,35.643236
139.598958,35.640114
139.587445,35.636697
139.577127,35.632001
139.573695,35.627349
139.569449,35.62115
139.564719,35.617273
139.542024,35.614954
139.527903,35.614723
139.516121,35.60903
139.507608,35.603705
139.497614,35.589597
139.481759,35.583077
139.463388,35.563486
139.445236,35.544222
139.437836,35.532208
139.422571,35.515134
139.408509,35.499294
139.399899,35.480913
139.390905,35.452709
139.377896,35.443081
139.364261,35.439338
139.344098,35.417634
139.313768,35.396081
139.277813,35.381131
139.271236,35.373151
139.226009,35.370075
139.184405,35.374032
139.139848,35.345082
139.135785,35.326532
139.14258,35.310679
139.145166,35.296759
139.152036,35.285055
139.15447,35.271763
139.155396,35.256229
139.437836,35.532208
139.438883,35.520541
139.444105,35.508066
139.447911,35.495627
139.450572,35.49057
139.461553,35.46965
139.465734,35.450486
139.464854,35.432519
139.465307,35.41261
139.466451,35.396488
139.470665,35.383761
139.473199,35.36285
139.476046,35.348188
139.486971,35.338558
139.475412,35.331129
139.47121,35.320744
139.482934,35.309345
139.507608,35.603705
139.493542,35.600174
139.481298,35.605731
139.470731,35.613203
139.464534,35.618885
139.447943,35.629972
139.424298,35.624902
139.411622,35.616672
139.702417,35.659545
139.703284,35.648193
139.698621,35.643854
139.690758,35.637163
139.68522,35.628786
139.676393,35.617835
139.668664,35.607224
139.667356,35.596815
139.668723,35.589591
139.661964,35.58049
139.659652,35.575752
139.654668,35.565698
139.646944,35.5539
139.63491,35.536906
139.629808,35.52243
139.63137,35.509854
139.633194,35.498779
139.627875,35.489555
139.629364,35.483523
139.625337,35.47474
139.622299,35.466372
139.7155,35.633272
139.71469,35.626526
139.704524,35.620538
139.698694,35.615455
139.694367,35.61043
139.685909,35.607456
139.672355,35.603947
139.667356,35.596815
139.668723,35.589591
139.661964,35.58049
139.659652,35.575752
139.654668,35.565698
139.646944,35.5539
139.702148,35.65802
139.684319,35.650603
139.670156,35.643716
139.661702,35.633471
139.644779,35.631666
139.633928,35.626436
139.626685,35.611788
139.622338,35.606994
139.616934,35.603248
139.610487,35.59984
139.605885,35.593963
139.591313,35.587228
139.581983,35.584951
139.573268,35.579762
139.558447,35.577427
139.553462,35.568645
139.551518,35.558671
139.541496,35.551483
139.527655,35.543454
139.517376,35.542855
139.504855,35.536204
139.493548,35.53196
139.485139,35.527559
139.481684,35.517094
139.470318,35.511502
139.458651,35.510546
139.444935,35.507671
139.735025,35.607535
139.726256,35.608704
139.718159,35.608856
139.712526,35.60571
139.707571,35.60382
139.702286,35.604923
139.693303,35.606311
139.685909,35.607456
139.679482,35.60638
139.668664,35.607224
139.660992,35.60538
139.653862,35.606971
139.647938,35.608369
139.638917,35.611957
139.626685,35.611788
139.622338,35.606994
139.616934,35.603248
139.610487,35.59984
139.724175,35.625262
139.722339,35.622244
139.714862,35.615928
139.712196,35.610056
139.702286,35.604923
139.697881,35.60219
139.690896,35.599648
139.685063,35.596888
139.681083,35.592038
139.682473,35.585236
139.685678,35.579499
139.69142,35.572983
139.702822,35.572025
139.708544,35.564173
139.714626,35.561767
139.668723,35.589591
139.67326,35.582526
139.680554,35.575452
139.685576,35.571397
139.692506,35.567806
139.700389,35.562462
139.714626,35.561767
139.670156,35.643716
139.666382,35.644545
139.659911,35.645933
139.655211,35.643947
139.650945,35.643564
139.646276,35.643656
139.64494,35.647508
139.646509,35.653844
139.642,35.660048
139.641372,35.66615
139.493548,35.53196
139.492127,35.545535
139.486657,35.558035
139.74002,35.638692
139.73809,35.628284
139.739191,35.622458
139.741366,35.61762
139.742958,35.609351
139.742227,35.604977
139.738886,35.598489
139.73544,35.587576
139.73491,35.57868
139.732027,35.572431
139.728266,35.566873
139.723681,35.560796
139.715005,35.549725
139.7076,35.540577
139.700893,35.53285
139.691346,35.523054
139.68642,35.517594
139.677743,35.507032
139.672813,35.500358
139.6673,35.4956
139.655848,35.487242
139.644965,35.484556
139.640152,35.481559
139.634669,35.477412
139.627364,35.471304
139.623055,35.466066
139.61956,35.456631
139.626696,35.445524
139.62246,35.439694
139.613408,35.436923
139.60061,35.433895
139.596791,35.42437
139.596552,35.409418
139.610387,35.394176
139.615734,35.383796
139.629772,35.366743
139.629233,35.360528
139.621606,35.342966
139.62018,35.331223
139.624905,35.315461
139.625252,35.300892
139.64292,35.286641
139.653149,35.28048
139.662443,35.280241
139.670217,35.27858
139.677033,35.269731
139.686932,35.26322
139.695334,35.261068
139.707328,35.259651
139.714999,35.250933
139.723681,35.560796
139.72962,35.5545
139.739356,35.552531
139.746669,35.550326
139.75423,35.548908
139.768968,35.544676
139.785962,35.549809
139.700893,35.53285
139.712578,35.535014
139.720655,35.53535
139.725946,35.535711
139.734298,35.536566
139.740381,35.536611
139.747575,35.534798
139.62018,35.331223
139.611532,35.32269
139.592947,35.306233
139.580359,35.294189
139.686932,35.26322
139.69016,35.257013
139.686368,35.249355
139.702139,35.231332
139.685068,35.212229
139.674048,35.20548
139.665279,35.198419
139.653138,35.188084
139.633207,35.177515
139.797592,35.710733
139.790897,35.709897
139.782593,35.711273
139.777122,35.711482
139.772877,35.70768
139.771713,35.702972
139.770899,35.693587
139.773594,35.687101
139.773516,35.682078
139.770126,35.676856
139.763965,35.671989
139.758432,35.667434
139.749832,35.670236
139.741419,35.673621
139.737047,35.677021
139.724159,35.672765
139.717857,35.670527
139.712314,35.665247
139.701,35.659066
139.711086,35.730256
139.729971,35.72569
139.737184,35.716989
139.751864,35.707898
139.759914,35.706671
139.763952,35.700614
139.767575,35.695434
139.7662,35.686564
139.764708,35.681753
139.763965,35.671989
139.750899,35.673838
139.745219,35.67393
139.737047,35.677021
139.729947,35.684586
139.720103,35.687958
139.71069,35.688588
139.704895,35.690847
139.700711,35.69235
139.692778,35.694298
139.68291,35.69792
139.66903,35.697491
139.657822,35.697802
139.648068,35.697985
139.63576,35.699624
139.620116,35.704304
139.673997,35.692123
139.666933,35.690514
139.656498,35.683496
139.804276,35.748916
139.799273,35.733398
139.791485,35.729623
139.783924,35.719862
139.777122,35.711482
139.776138,35.706649
139.775459,35.698162
139.778433,35.690737
139.782285,35.686307
139.780005,35.679752
139.776982,35.674851
139.772603,35.668115
139.767253,35.669464
139.763965,35.671989
139.76017,35.67459
139.750899,35.673838
139.745069,35.662978
139.731443,35.662836
139.722202,35.652279
139.708988,35.647332
139.698621,35.643854
139.665835,35.705765
139.687284,35.710976
139.704745,35.713338
139.721319,35.705723
139.734546,35.70379
139.745986,35.701725
139.751948,35.695589
139.756817,35.690662
